[2024-03-31 12:24:10,196 INFO com.maybestore.Test_Register_Maybi] - Step 1 - Sendkey Lastname
[2024-03-31 12:33:30,970 INFO com.maybestore.Test_Register_Maybi] - Step 9 - Sendkey Lastname
[2024-03-31 12:33:30,970 INFO com.maybestore.Test_Register_Maybi] - ---------------------- PASSED -----------------------
[2024-03-31 12:37:19,916 INFO com.maybestore.Test_Register_Maybi] - Step 1 - Sendkey Lastname
[2024-03-31 12:37:20,099 INFO com.maybestore.Test_Register_Maybi] - Step 2 - Sendkey Lastname
[2024-03-31 12:37:20,243 INFO com.maybestore.Test_Register_Maybi] - Step 3 - Sendkey Lastname
[2024-03-31 12:37:20,298 INFO com.maybestore.Test_Register_Maybi] - Step 4 - Sendkey Lastname
[2024-03-31 12:37:20,352 INFO com.maybestore.Test_Register_Maybi] - Step 5 - Sendkey Lastname
[2024-03-31 12:37:20,402 INFO com.maybestore.Test_Register_Maybi] - Step 6 - Sendkey Lastname
[2024-03-31 12:37:20,595 INFO com.maybestore.Test_Register_Maybi] - Step 7 - Sendkey Lastname
[2024-03-31 12:37:20,598 INFO com.maybestore.Test_Register_Maybi] - ---------------------- FAILED -----------------------
[2024-03-31 12:37:20,598 INFO com.maybestore.Test_Register_Maybi] - Step 8 - Sendkey Lastname
[2024-03-31 12:37:20,598 INFO com.maybestore.Test_Register_Maybi] - ---------------------- FAILED -----------------------
[2024-03-31 12:37:20,598 INFO com.maybestore.Test_Register_Maybi] - Step 9 - Sendkey Lastname
[2024-03-31 12:37:20,598 INFO com.maybestore.Test_Register_Maybi] - ---------------------- PASSED -----------------------
[2024-03-31 12:44:49,484 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty Step 1 - Sendkey Lastname
[2024-03-31 12:44:49,754 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 2 - Sendkey Lastname
[2024-03-31 12:44:49,908 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 3 - Sendkey Lastname
[2024-03-31 12:44:49,963 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 4 - Sendkey Lastname
[2024-03-31 12:44:50,000 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 5 - Sendkey Lastname
[2024-03-31 12:44:50,036 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 6 - Sendkey Lastname
[2024-03-31 12:44:50,380 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty Step 7 - Sendkey Lastname
[2024-03-31 12:44:50,381 INFO com.maybestore.Test_Register_Maybi] - ---------------------- PASSED -----------------------
[2024-03-31 12:44:52,766 INFO com.maybestore.Test_Register_Maybi] -  TC_01_All_Empty Step 1 - Sendkey Lastname
[2024-03-31 12:44:53,181 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 2 - Sendkey Lastname
[2024-03-31 12:44:53,244 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 3 - Sendkey Lastname
[2024-03-31 12:44:53,314 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 4 - Sendkey Lastname
[2024-03-31 12:44:53,366 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 5 - Sendkey Lastname
[2024-03-31 12:44:53,412 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 6 - Sendkey Lastname
[2024-03-31 12:44:53,715 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 7 - Sendkey Lastname
[2024-03-31 12:44:53,716 INFO com.maybestore.Test_Register_Maybi] - ---------------------- FAILED -----------------------
[2024-03-31 12:44:53,716 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 8 - Sendkey Lastname
[2024-03-31 12:44:53,716 INFO com.maybestore.Test_Register_Maybi] - ---------------------- FAILED -----------------------
[2024-03-31 12:44:53,716 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty  Step 9 - Sendkey Lastname
[2024-03-31 12:44:53,716 INFO com.maybestore.Test_Register_Maybi] - ---------------------- PASSED -----------------------
[2024-03-31 14:12:53,192 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty Step 1 - Sendkey Lastname
[2024-03-31 14:12:53,353 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 2 - Sendkey Lastname
[2024-03-31 14:12:53,409 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 3 - Sendkey Lastname
[2024-03-31 14:12:53,517 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 4 - Sendkey Lastname
[2024-03-31 14:12:53,569 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 5 - Sendkey Lastname
[2024-03-31 14:12:53,613 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 6 - Sendkey Lastname
[2024-03-31 14:12:54,126 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty Step 7 - Sendkey Lastname
[2024-03-31 14:12:54,128 INFO com.maybestore.Test_Register_Maybi] - ---------------------- PASSED -----------------------
[2024-03-31 14:12:56,678 INFO com.maybestore.Test_Register_Maybi] -  TC_01_All_Empty Step 1 - Sendkey Lastname
[2024-03-31 14:12:56,858 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 2 - Sendkey Lastname
[2024-03-31 14:12:57,011 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 3 - Sendkey Lastname
[2024-03-31 14:12:57,098 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 4 - Sendkey Lastname
[2024-03-31 14:12:57,153 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 5 - Sendkey Lastname
[2024-03-31 14:12:57,212 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 6 - Sendkey Lastname
[2024-03-31 14:12:57,562 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 7 - Sendkey Lastname
[2024-03-31 14:12:57,562 INFO com.maybestore.Test_Register_Maybi] - ---------------------- FAILED -----------------------
[2024-03-31 14:12:57,563 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 8 - Sendkey Lastname
[2024-03-31 14:12:57,563 INFO com.maybestore.Test_Register_Maybi] - ---------------------- FAILED -----------------------
[2024-03-31 14:12:57,563 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty  Step 9 - Sendkey Lastname
[2024-03-31 14:12:57,563 INFO com.maybestore.Test_Register_Maybi] - ---------------------- PASSED -----------------------
[2024-03-31 14:19:45,230 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty Step 1 - Sendkey Lastname
[2024-03-31 14:19:45,304 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 2 - Sendkey Lastname
[2024-03-31 14:19:45,362 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 3 - Sendkey Lastname
[2024-03-31 14:19:45,408 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 4 - Sendkey Lastname
[2024-03-31 14:19:45,455 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 5 - Sendkey Lastname
[2024-03-31 14:19:45,560 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 6 - Sendkey Lastname
[2024-03-31 14:19:45,719 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty Step 7 - Sendkey Lastname
[2024-03-31 14:19:45,720 INFO com.maybestore.Test_Register_Maybi] - ---------------------- PASSED -----------------------
[2024-03-31 14:19:48,309 INFO com.maybestore.Test_Register_Maybi] -  TC_01_All_Empty Step 1 - Sendkey Lastname
[2024-03-31 14:19:48,378 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 2 - Sendkey Lastname
[2024-03-31 14:19:48,652 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 3 - Sendkey Lastname
[2024-03-31 14:19:48,704 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 4 - Sendkey Lastname
[2024-03-31 14:19:48,743 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 5 - Sendkey Lastname
[2024-03-31 14:19:48,785 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 6 - Sendkey Lastname
[2024-03-31 14:19:49,354 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 7 - Sendkey Lastname
[2024-03-31 14:19:49,355 INFO com.maybestore.Test_Register_Maybi] - ---------------------- FAILED -----------------------
[2024-03-31 14:19:49,355 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 8 - Sendkey Lastname
[2024-03-31 14:19:49,355 INFO com.maybestore.Test_Register_Maybi] - ---------------------- FAILED -----------------------
[2024-03-31 14:19:49,355 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty  Step 9 - Sendkey Lastname
[2024-03-31 14:19:49,355 INFO com.maybestore.Test_Register_Maybi] - ---------------------- PASSED -----------------------
[2024-03-31 14:21:43,100 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty Step 1 - Sendkey Lastname
[2024-03-31 14:21:43,242 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 2 - Sendkey Lastname
[2024-03-31 14:21:43,295 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 3 - Sendkey Lastname
[2024-03-31 14:21:43,390 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 4 - Sendkey Lastname
[2024-03-31 14:21:43,441 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 5 - Sendkey Lastname
[2024-03-31 14:21:43,492 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 6 - Sendkey Lastname
[2024-03-31 14:21:43,827 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty Step 7 - Sendkey Lastname
[2024-03-31 14:21:43,828 INFO com.maybestore.Test_Register_Maybi] - ---------------------- PASSED -----------------------
[2024-03-31 14:21:45,995 INFO com.maybestore.Test_Register_Maybi] -  TC_01_All_Empty Step 1 - Sendkey Lastname
[2024-03-31 14:21:46,073 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 2 - Sendkey Lastname
[2024-03-31 14:21:46,159 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 3 - Sendkey Lastname
[2024-03-31 14:21:46,391 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 4 - Sendkey Lastname
[2024-03-31 14:21:46,435 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 5 - Sendkey Lastname
[2024-03-31 14:21:46,612 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 6 - Sendkey Lastname
[2024-03-31 14:21:46,826 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 7 - Sendkey Lastname
[2024-03-31 14:21:46,827 INFO com.maybestore.Test_Register_Maybi] - ---------------------- FAILED -----------------------
[2024-03-31 14:21:46,827 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 8 - Sendkey Lastname
[2024-03-31 14:21:46,827 INFO com.maybestore.Test_Register_Maybi] - ---------------------- FAILED -----------------------
[2024-03-31 14:21:46,827 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty  Step 9 - Sendkey Lastname
[2024-03-31 14:21:46,828 INFO com.maybestore.Test_Register_Maybi] - ---------------------- PASSED -----------------------
[2024-03-31 14:24:52,005 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty Step 1 - Sendkey Lastname
[2024-03-31 14:24:52,236 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 2 - Sendkey Lastname
[2024-03-31 14:24:52,331 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 3 - Sendkey Lastname
[2024-03-31 14:24:52,375 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 4 - Sendkey Lastname
[2024-03-31 14:24:52,418 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 5 - Sendkey Lastname
[2024-03-31 14:24:52,465 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 6 - Sendkey Lastname
[2024-03-31 14:24:52,816 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty Step 7 - Sendkey Lastname
[2024-03-31 14:24:52,818 INFO com.maybestore.Test_Register_Maybi] - ---------------------- PASSED -----------------------
[2024-03-31 14:24:55,305 INFO com.maybestore.Test_Register_Maybi] -  TC_01_All_Empty Step 1 - Sendkey Lastname
[2024-03-31 14:24:55,539 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 2 - Sendkey Lastname
[2024-03-31 14:24:55,649 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 3 - Sendkey Lastname
[2024-03-31 14:24:55,701 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 4 - Sendkey Lastname
[2024-03-31 14:24:55,743 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 5 - Sendkey Lastname
[2024-03-31 14:24:55,785 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 6 - Sendkey Lastname
[2024-03-31 14:24:56,048 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 7 - Sendkey Lastname
[2024-03-31 14:24:56,048 INFO com.maybestore.Test_Register_Maybi] - ---------------------- FAILED -----------------------
[2024-03-31 14:24:56,049 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 8 - Sendkey Lastname
[2024-03-31 14:24:56,049 INFO com.maybestore.Test_Register_Maybi] - ---------------------- FAILED -----------------------
[2024-03-31 14:24:56,049 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty  Step 9 - Sendkey Lastname
[2024-03-31 14:24:56,049 INFO com.maybestore.Test_Register_Maybi] - ---------------------- PASSED -----------------------
[2024-03-31 14:26:16,056 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty Step 1 - Sendkey Lastname
[2024-03-31 14:26:16,125 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 2 - Sendkey Lastname
[2024-03-31 14:26:16,189 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 3 - Sendkey Lastname
[2024-03-31 14:26:16,242 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 4 - Sendkey Lastname
[2024-03-31 14:26:16,370 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 5 - Sendkey Lastname
[2024-03-31 14:26:16,427 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 6 - Sendkey Lastname
[2024-03-31 14:26:16,870 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty Step 7 - Sendkey Lastname
[2024-03-31 14:26:16,872 INFO com.maybestore.Test_Register_Maybi] - ---------------------- PASSED -----------------------
[2024-03-31 14:26:19,235 INFO com.maybestore.Test_Register_Maybi] -  TC_01_All_Empty Step 1 - Sendkey Lastname
[2024-03-31 14:26:19,434 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 2 - Sendkey Lastname
[2024-03-31 14:26:19,507 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 3 - Sendkey Lastname
[2024-03-31 14:26:19,597 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 4 - Sendkey Lastname
[2024-03-31 14:26:19,642 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 5 - Sendkey Lastname
[2024-03-31 14:26:19,682 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 6 - Sendkey Lastname
[2024-03-31 14:26:19,989 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 7 - Sendkey Lastname
[2024-03-31 14:26:19,990 INFO com.maybestore.Test_Register_Maybi] - ---------------------- FAILED -----------------------
[2024-03-31 14:26:19,990 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 8 - Sendkey Lastname
[2024-03-31 14:26:19,990 INFO com.maybestore.Test_Register_Maybi] - ---------------------- FAILED -----------------------
[2024-03-31 14:26:19,990 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty  Step 9 - Sendkey Lastname
[2024-03-31 14:26:19,990 INFO com.maybestore.Test_Register_Maybi] - ---------------------- PASSED -----------------------
[2024-03-31 14:26:30,502 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty Step 1 - Sendkey Lastname
[2024-03-31 14:26:30,675 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 2 - Sendkey Lastname
[2024-03-31 14:26:30,721 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 3 - Sendkey Lastname
[2024-03-31 14:26:30,767 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 4 - Sendkey Lastname
[2024-03-31 14:26:30,860 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 5 - Sendkey Lastname
[2024-03-31 14:26:30,909 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 6 - Sendkey Lastname
[2024-03-31 14:26:31,237 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty Step 7 - Sendkey Lastname
[2024-03-31 14:26:31,238 INFO com.maybestore.Test_Register_Maybi] - ---------------------- PASSED -----------------------
[2024-03-31 14:26:33,580 INFO com.maybestore.Test_Register_Maybi] -  TC_01_All_Empty Step 1 - Sendkey Lastname
[2024-03-31 14:26:33,650 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 2 - Sendkey Lastname
[2024-03-31 14:26:33,709 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 3 - Sendkey Lastname
[2024-03-31 14:26:33,761 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 4 - Sendkey Lastname
[2024-03-31 14:26:33,810 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 5 - Sendkey Lastname
[2024-03-31 14:26:33,911 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 6 - Sendkey Lastname
[2024-03-31 14:26:34,146 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 7 - Sendkey Lastname
[2024-03-31 14:26:34,147 INFO com.maybestore.Test_Register_Maybi] - ---------------------- FAILED -----------------------
[2024-03-31 14:26:34,147 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 8 - Sendkey Lastname
[2024-03-31 14:26:34,147 INFO com.maybestore.Test_Register_Maybi] - ---------------------- FAILED -----------------------
[2024-03-31 14:26:34,147 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty  Step 9 - Sendkey Lastname
[2024-03-31 14:26:34,147 INFO com.maybestore.Test_Register_Maybi] - ---------------------- PASSED -----------------------
[2024-03-31 14:27:35,780 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty Step 1 - Sendkey Lastname
[2024-03-31 14:27:35,957 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 2 - Sendkey Lastname
[2024-03-31 14:27:36,180 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 3 - Sendkey Lastname
[2024-03-31 14:27:36,220 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 4 - Sendkey Lastname
[2024-03-31 14:27:36,260 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 5 - Sendkey Lastname
[2024-03-31 14:27:36,295 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 6 - Sendkey Lastname
[2024-03-31 14:27:36,644 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty Step 7 - Sendkey Lastname
[2024-03-31 14:27:36,645 INFO com.maybestore.Test_Register_Maybi] - ---------------------- PASSED -----------------------
[2024-03-31 14:27:38,984 INFO com.maybestore.Test_Register_Maybi] -  TC_01_All_Empty Step 1 - Sendkey Lastname
[2024-03-31 14:27:39,165 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 2 - Sendkey Lastname
[2024-03-31 14:27:39,218 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 3 - Sendkey Lastname
[2024-03-31 14:27:39,355 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 4 - Sendkey Lastname
[2024-03-31 14:27:39,443 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 5 - Sendkey Lastname
[2024-03-31 14:27:39,505 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 6 - Sendkey Lastname
[2024-03-31 14:27:39,729 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 7 - Sendkey Lastname
[2024-03-31 14:27:39,729 INFO com.maybestore.Test_Register_Maybi] - ---------------------- FAILED -----------------------
[2024-03-31 14:27:39,730 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 8 - Sendkey Lastname
[2024-03-31 14:27:39,730 INFO com.maybestore.Test_Register_Maybi] - ---------------------- FAILED -----------------------
[2024-03-31 14:27:39,730 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty  Step 9 - Sendkey Lastname
[2024-03-31 14:27:39,730 INFO com.maybestore.Test_Register_Maybi] - ---------------------- PASSED -----------------------
[2024-03-31 14:31:37,278 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty Step 1 - Sendkey Lastname
[2024-03-31 14:31:37,505 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 2 - Sendkey Lastname
[2024-03-31 14:31:37,565 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 3 - Sendkey Lastname
[2024-03-31 14:31:37,703 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 4 - Sendkey Lastname
[2024-03-31 14:31:37,741 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 5 - Sendkey Lastname
[2024-03-31 14:31:37,795 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 6 - Sendkey Lastname
[2024-03-31 14:31:38,020 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty Step 7 - Sendkey Lastname
[2024-03-31 14:31:38,021 INFO com.maybestore.Test_Register_Maybi] - ---------------------- PASSED -----------------------
[2024-03-31 14:31:40,545 INFO com.maybestore.Test_Register_Maybi] -  TC_01_All_Empty Step 1 - Sendkey Lastname
[2024-03-31 14:31:40,819 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 2 - Sendkey Lastname
[2024-03-31 14:31:40,870 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 3 - Sendkey Lastname
[2024-03-31 14:31:40,914 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 4 - Sendkey Lastname
[2024-03-31 14:31:40,962 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 5 - Sendkey Lastname
[2024-03-31 14:31:41,001 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 6 - Sendkey Lastname
[2024-03-31 14:31:41,095 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 7 - Sendkey Lastname
[2024-03-31 14:31:41,095 INFO com.maybestore.Test_Register_Maybi] - ---------------------- FAILED -----------------------
[2024-03-31 14:31:41,096 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty Step 8 - Sendkey Lastname
[2024-03-31 14:31:41,096 INFO com.maybestore.Test_Register_Maybi] - ---------------------- FAILED -----------------------
[2024-03-31 14:31:41,096 INFO com.maybestore.Test_Register_Maybi] - TC_01_All_Empty  Step 9 - Sendkey Lastname
[2024-03-31 14:31:41,096 INFO com.maybestore.Test_Register_Maybi] - ---------------------- PASSED -----------------------
[2024-03-31 14:32:43,822 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty Step 1 - Sendkey Lastname
[2024-03-31 14:32:43,894 INFO com.maybestore.Test_Register_Maybi] - TC_001_All_Empty  Step 2 - Sendkey Lastname
